local and regional economy,is,significant,,,
iigm,role,national gdp,,,
protected areas,in,bolivar and amazonas,,,
venezuela,recognized,risk mercury exposure,,,
risk mercury exposure,poses,human and environmental health,,,
literature review,conducted on,venezuela,,,
mercury contamination,have been,documented,,,
mercury poisoning,have been,documented,,,
mercury emissions,impact,health,,,
mercury emissions,impact,environment,,,
mining communities,located in,claritas,,,
mining communities,located in,santo domingo,,,
mining communities,located in,el manteco,,,
mining communities,located in,el callao,,,
mining communities,located in,el bajo canoni,,,
mercury contamination,seen in,guayana venezuela,,,
investigation,conducted by,yekuana indigenous organization,,,
investigation,conducted by,venezuelan scientists,,,
investigation,conducted by,lasalle foundation,,,
investigation,conducted by,natural sciences guayana campus,,,
investigation,conducted by,wildlife conservation society,,,
investigation,conducted by,oriente university,,,
mercury contamination,found in,yekuana communities,,,
mercury contamination,found in,sanema communities,,,
miners,immigrated from,north brazil,,,
worlds largest unfragmented forest areas,found,area,,,
illegal miners,use,mercury,,,
high levels mercury,found in,guyana,,,
mercury contaminated water,released in,brazil,,,
gold mining,cause,deforestation,,,
mercury,released in,aquatic systems,,,
high concentrations mercury,documented in,alluvial sediments,,,
wastewater discharges,found in,sediments suriname,,,
methylmercury,found in,tapajs river,,,
carnivorous fish,were,noncarnivorous fish,,,
gold mineral deposits,are,concentrated,,,
concentrated,in,greenstone belt,,,
miners,crossover,mercury,,,
miners,crossover,gold,,,
mining areas,made,communities,,,
communities,made,local workers,,,
communities,made,migrants,,,
migrants,came from,northern brazil,,,
garimpeiros,is part of,larger population,,,
larger population,related to,migrant miners,,,
migrant miners,found in,amazon,,,
wwf report,indicated,increase mercury levels,,,
carnivorous fish,had,mercury levels,,,
inhabited areas,was,contaminated,,,
contamination,result,improper disposal waste,,,
contamination,result,chemicals rice,,,
fish populations,demonstrated,high levels mercury,,,
miner population,increased,french guiana,,,
miners,worked in,mines,,,
illegal mining,presents,risks,,,
dumping,affects,environment,,,
dumping,causes,mercury contamination,,,
mercury,enter,food chain,,,
french guianese territory,is covered,rainforest,,,
mercury use,result,gold activities,,,
main source food,is,freshwater fish,,,
gold production,came,primary gold ore,,,
gold ore,mined at,extraction sites,,,
mercury,was prohibited,france,,,
mining operations,used,mercury,,,
river sediments,found at,rivers,,,
mercury contamination,is in,soil sediments,,,
mercury contamination,is in,fish,,,
mercury contamination,is in,humans,,,
amerindia communities,are in,upper oyapock,,,
upper oyapock,is in,french guiana,,,
gold mining,occurs not,this area,,,
mercury contamination,reported in,upper negro river,,,
mercury contamination,reported in,tapajs river,,,
mercury contamination,reported in,apiacas reserve,,,
mercury contamination,reported in,amapas,,,
mining industry,is,vital importance,,,
mining industry,supports,countrys gdp,,,
mining industry,supports,countrys imports,,,
massive migration,is of,brazilian garimpeiros,,,
guiana rainforest,has been,untouched,,,
guiana rainforest,is,important area,,,
important area,prioritize,conservation,,,
gold mining,caused,environmental destruction,,,
deforestation,caused by,mining,,,
mercury concentrations,exceed,world health organizations standards,,,
wayana indigenous group,located in,apetina,,,
mercury emissions,result,high temperature mineral processing,,,
local miners,work,gold mining,,,
gold mining,focused,greenstone belt,,,
greenstone belt,located in,suriname,,,
contaminant,can travel,atmospheric currents,,,
mercury,can be found,whole world,,,
mining boom,has fostered,sustained rise,,,
expansion,causes,environmental consequences,,,
report,suggest,mercury contamination,,,
report,suggest,mercury bioaccumulation,,,
mining sites,found in,guyana,,,
illegal activities,include,extortion,,,
unep,identified,discrepancies,,,
discrepancies,found in,imports,,,
discrepancies,found in,exports,,,
united kingdom,reported,discrepancies,,,
singapore,reported,discrepancies,,,
ethiopia,reported,discrepancies,,,
brazil,reported,imports more mercury,,,
peru,reported,imports more mercury,,,
guyana,reported,imports more mercury,,,
recent legislation,prohibited,mercury exports,,,
european union,prohibited,mercury exports,,,
united states,prohibited,mercury exports,,,
mercury exports,aim,limiting mercury,,,
environment,has,contamination,,,
contamination,spreads in,bolivia,,,
mercury,is used in,dental amalgams,,,
mercury,is used in,chlor-alkali,,,
mercury,is used in,non-ferrous metal production,,,
mercury,is used in,measuring devices,,,
iigm activities,release,mercury,,,
iigm activities,increased,natural mercury concentrations,,,
iigm activities,increased,natural mercury concentrations,,,
iigm activities,result from,alluvial sediments removal,,,
iigm activities,result from,waste dumped from mining and amalgam burning processes,,,
colombia,use,iigm activities,,,
ecuador,use,iigm activities,,,
brazil,use,iigm activities,,,
peru,use,iigm activities,,,
iigm activities,have removed,forest covers,,,
iigm activities,have extracted,alluvial sediments,,,
iigm activities,have dumped and spilled,waste products,,,
bolivia,use,iigm activities,,,
agrarian colonization,use,iigm activities,,,
iigm activities,increase in,amazon and latin america,,,
colombia,use,iigm activities,,,
iigm activities,emitted,atmosphere,,,
iigm activities,emitted,soil,,,
iigm activities,emitted,air,,,
amazonian countries,reported,total mercury imports,,,
total mercury imports,decreased,2010,,,
total mercury imports,increased,2008,,,
total mercury imports,increased,2015,,Indigenous People ta nite hobe notun Dataset theke ,
colombia,has,60 mt/year of mercury emissions,,acto ta nite hobe notun dataset theke r dekte hobe eta k kono vabe related kora jay kina mercury ba asgm ba onno kisu te,
bolivia,has,45 mt/year of mercury emissions,,,
peru,has,26 mt/year of mercury emissions,,,
brazil,has,23 mt/year of mercury emissions,,,
ecuador,has,18 mt/year of mercury emissions,,,
guyana,has,11 mt/year of mercury emissions,,,
suriname,has,6 metric tons per year of mercury emissions,,,
venezuela,has,6 metric tons per year of mercury emissions,,,
french guiana,has,6 metric tons per year of mercury emissions,,,
